name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,gender
Shannon Gomez,New Jimmyville,108135,379,34222,28,50.0,False,Male
Billy Harris,Mariachester,133643,373,43066,27,50.0,False,Male
Briana Nguyen,Matthewchester,111057,683,31846,18,75.0,True,Female
Caitlin Williams,New Anthony,59581,516,21519,32,40.0,False,Male
Natalie Logan,Shelbyfurt,131671,333,44061,9,45.0,False,Male
Zachary Miller,East Arianashire,98494,728,36321,7,65.0,True,Male
Kelsey Williams,Hopkinshaven,79856,751,21770,17,80.0,True,Female
Kenneth Bartlett,Johnstad,89049,536,30872,20,45.0,False,Male
Shirley Cox,Annland,149079,670,43816,30,75.0,True,Female
Joann Barnes,New John,88028,717,45178,37,65.0,True,Female
Lisa Flynn,Leeland,68974,718,28592,32,60.0,True,Male
Ms. Mackenzie Barton,South Alexis,142743,423,28435,16,55.0,False,Male
Michelle Harrison,East Mollychester,107139,324,46222,10,45.0,False,Female
Brandi Camacho DVM,Gomezfurt,86207,547,47660,18,40.0,False,Male
Steven Villanueva,Lake Brandonstad,70026,759,27796,40,75.0,True,Male
Ruben Roberts,Gravesburgh,104531,821,6491,9,95.0,True,Female
Linda Wood,Graymouth,111399,480,34336,37,50.0,False,Female
Raymond Hall,Petersonshire,37894,830,35419,37,65.0,True,Male
Tanya Mitchell,Floresburgh,109905,446,3748,13,60.0,True,Female
Donald Hobbs,Coryport,127004,469,8769,18,60.0,True,Male
Jeffrey Mcclure,Sheilaview,43006,408,16183,17,30.0,False,Male
Daniel Roberson,North Carmen,129973,340,36378,34,50.0,False,Male
Adriana Wall,West Jamesshire,57235,736,48978,28,60.0,True,Female
Sandra Phillips,Lake Jasmineville,111987,755,29328,31,85.0,True,Male
Sean Kaiser,West Lindabury,57659,376,22437,10,40.0,False,Male
Desiree Mccoy,Lake Haileyton,64687,743,7582,33,80.0,True,Male
Ryan Guerrero,Lake Courtneybury,116563,440,39426,24,50.0,False,Female
Connie Gonzalez,Hernandezburgh,40641,808,19520,8,60.0,True,Female
Shawn Tapia,North Ryan,50585,802,37551,39,75.0,True,Female
Christopher Barnes,Christinashire,61439,540,42793,22,35.0,False,Female
Mr. Christopher Evans,West Elizabeth,52782,801,42289,25,75.0,True,Female
Kimberly Phillips,North Sydney,102350,594,28498,28,65.0,True,Male
Matthew Wilson,Huberville,39838,655,46676,25,40.0,False,Female
Patricia Webb,Burkebury,50517,329,20066,17,40.0,False,Female
Stacy Patton,New Kelseyview,30350,625,27950,25,40.0,False,Female
Jessica Green,West Toddbury,83545,647,42698,2,45.0,False,Male
Jason Armstrong,New Jamie,89048,412,41193,39,40.0,False,Female
Larry Smith,Port Nicholasmouth,120357,661,37234,4,55.0,False,Female
Kelly Cox,East Mary,107832,705,48043,14,70.0,True,Male
Christopher Brooks,Lewisbury,91592,313,3364,1,40.0,False,Female
Kelsey Mason,Williamsport,68175,608,2588,14,65.0,True,Male
Melissa Johnson,Port Kristenfurt,34278,434,49531,17,25.0,False,Male
Angela Wagner,Smithside,60340,455,7262,37,45.0,False,Male
Cheyenne Obrien,Kristenchester,67762,824,49724,1,60.0,True,Male
Jimmy Garcia,Bennettchester,122662,395,15565,26,55.0,False,Male
Karen Velez,South Andre,67056,808,48681,25,75.0,True,Female
Pamela Klein,Walkertown,122141,706,16211,28,80.0,True,Male
Justin Day,Douglasland,142670,397,37758,10,50.0,False,Male
Tom Watkins,East Richardfort,89510,835,48384,36,80.0,True,Female
Amy Snyder,Collinsmouth,39329,454,3392,20,40.0,False,Male
Linda Savage,Hannahside,120096,800,36755,31,90.0,True,Female
Matthew Morris,Robertsonland,60595,407,28898,4,25.0,False,Female
Peter Martin,East Jamesville,64675,339,28799,31,35.0,False,Female
Robert Freeman,Rossport,133262,420,29539,18,55.0,False,Male
Shirley Nelson,Christinastad,133710,469,10274,18,60.0,True,Male
Christine Mendez,Aprilview,111927,783,31335,13,85.0,True,Male
Tammy Cortez,East Alice,107304,785,1643,20,95.0,True,Female
Chris Jones,West Jacquelineborough,116662,396,36240,29,50.0,False,Male
Antonio Harrison,North Michael,135369,531,23607,40,55.0,False,Male
Corey Mitchell,Silvaport,55928,676,41927,25,60.0,True,Male
Kristina May,North Brittany,85723,405,48884,13,40.0,False,Female
Dennis Garcia,Riverashire,45043,583,49317,39,40.0,False,Female
Kara Jackson,East Christopher,101376,450,10393,10,55.0,False,Male
Aaron Miller,East Williammouth,59466,735,44571,30,60.0,True,Male
Jonathan Wilson,Bennettfurt,114886,785,24264,19,90.0,True,Male
Emily Miller,East Sonia,49528,584,47618,9,35.0,False,Male
Kristina Henry,Ginaside,149067,745,43735,22,85.0,True,Female
Sean Wyatt,Jessicaborough,64816,495,26064,23,35.0,False,Female
Joseph Smith,Markstad,138348,559,33951,0,40.0,False,Female
Amanda Hill,Sandersview,48643,580,41977,3,30.0,False,Female
Samantha Roy,Osbornmouth,39359,802,12388,30,70.0,True,Male
Maria Gardner,North Mikeberg,37816,481,9627,5,25.0,False,Male
Ryan Brown,West Connorside,51747,584,13725,39,55.0,False,Male
Faith Powers,Rachaelburgh,133891,675,34838,0,60.0,True,Female
Jennifer Monroe,North Jameshaven,70319,451,48772,17,35.0,False,Male
Jeremy Hill,Lake William,107993,477,42635,0,35.0,False,Female
Justin Wilson,Carrollland,128167,774,6777,7,90.0,True,Female
Catherine Miller,Brittanytown,138034,473,1684,13,60.0,True,Male
Julia Wiley,West Mary,104607,495,49982,8,40.0,False,Male
James Mitchell,Donaldmouth,67828,723,15808,12,70.0,True,Male
Curtis Krause,Heidiview,87560,394,33105,22,45.0,False,Female
Hannah May,Gallegosburgh,46299,337,39353,24,25.0,False,Male
Keith Chaney,Reedport,91433,512,23425,32,45.0,False,Female
Natalie Adams,West Jeffery,120266,567,3060,7,55.0,False,Male
Lynn Alvarez,Willisstad,69857,686,44142,37,60.0,True,Female
Erica Garcia,Mistytown,121715,462,28617,30,55.0,False,Female
Elizabeth Owens,Port Andrew,82757,767,39900,36,75.0,True,Male
Monica Wells,West Jennifer,65683,645,32624,25,50.0,False,Female
Wesley Rich,South Ronaldview,95597,710,39867,1,50.0,False,Female
Christopher Turner,New Karen,100776,433,44477,21,45.0,False,Male
Amy Davis,Port Michael,94722,705,11835,29,75.0,True,Female
Charles Andrade,Kyleburgh,87377,541,14324,27,50.0,False,Male
David Cohen,Adamburgh,40543,652,7547,30,50.0,False,Female
Jennifer Lewis,Barnettmouth,108385,548,7279,24,60.0,True,Male
Phillip Anderson,Rachaelchester,35224,703,36003,4,40.0,False,Male
Michael Cordova,East Nicoleburgh,146578,540,25191,23,55.0,False,Female
Rodney Bishop,Melendezbury,86626,441,33764,12,45.0,False,Female
Eric Davis,Valdezchester,126276,454,19675,19,55.0,False,Female
Roberto Johnson,Whitefurt,72247,829,7975,29,85.0,True,Female
Hannah Oconnor,Laratown,109129,464,21907,8,50.0,False,Female
Janet Gibson,Valdezfurt,62816,732,4572,19,75.0,True,Male
Patrick Wilson,Shawfort,33390,643,36063,23,40.0,False,Female
Christopher Coleman,Bergland,41970,453,1455,21,40.0,False,Male
Michelle Scott,Grahammouth,60005,588,3611,7,60.0,True,Male
Julia Williams,Johnnymouth,118381,603,2542,34,75.0,True,Female
Edward Butler,Nguyenton,139570,414,24412,2,45.0,False,Male
Jennifer Thompson,East Jessicafort,142789,741,19002,22,90.0,True,Male
Melissa Sanchez,Williamsmouth,105392,681,3509,9,80.0,True,Male
Misty Burnett,South Williamland,106955,645,42729,19,65.0,True,Male
Alex Clements,Jenniferland,32719,743,8630,12,65.0,True,Female
Whitney Gilbert,Lake Lauren,130238,683,38574,30,75.0,True,Male
Timothy Hill,West Walter,118117,346,40624,25,50.0,False,Female
Megan Nelson,Clarkchester,137665,432,19007,17,55.0,False,Female
Richard Reid,East Jeffreymouth,65325,526,5176,39,50.0,False,Male
Michael Wilcox,Waltersmouth,105529,698,32169,35,75.0,True,Female
Gilbert Reed,Hernandezfort,35273,515,35880,10,25.0,False,Female
Dawn Johnson,Lake Tommystad,130022,385,14602,33,55.0,False,Female
Edgar Stewart,Johnsonshire,129125,470,41911,22,50.0,False,Male
Jennifer Hubbard,Angelafort,52962,540,25594,34,35.0,False,Female
Lawrence Atkinson,South Jefferyville,91669,596,12706,10,65.0,True,Female
Victoria Werner,Bellborough,98021,728,40272,17,65.0,True,Female
Jack Garcia,Wayneside,115394,701,15752,25,80.0,True,Male
John Mckenzie MD,South Keith,87963,845,22892,29,85.0,True,Female
Melinda Garcia,Mccannchester,66458,493,42708,1,20.0,False,Male
Brenda Harvey,New Ashleychester,53788,323,22300,39,35.0,False,Male
Keith Kennedy,West Andrewfurt,106720,823,13650,10,95.0,True,Male
Nathan Allen,Gilesborough,87132,630,9693,18,65.0,True,Male
Andre Lane,Sanchezmouth,113202,547,12591,29,55.0,False,Male
Ashley Munoz,Monicaburgh,136724,550,31291,4,45.0,False,Male
Andrew Rhodes,Atkinsland,94451,727,18041,34,75.0,True,Female
Ricardo Holland,South Timothyton,41959,599,27109,2,30.0,False,Male
Mitchell Hunt,Pattersonville,91605,406,10567,16,50.0,False,Female
Lauren Moody,West Robert,75607,647,10302,15,65.0,True,Female
Christine Davis,South Rachelfort,83523,550,18039,21,50.0,False,Male
Jeremy Cobb,Ashleyton,73687,443,10700,33,45.0,False,Female
Daniel Wood,Jenniferport,72081,462,38200,40,35.0,False,Female
Micheal Nunez,Lake Linda,117835,431,10602,38,60.0,True,Female
James Walsh,Port Jasonport,43710,451,39288,0,10.0,False,Female
Nathan Mcgee,Woodsburgh,142424,652,43195,9,60.0,True,Male
Kathryn Mills,Grimesfort,51079,473,35421,30,35.0,False,Female
Steven Smith,West Jeffreyborough,73228,529,10836,17,45.0,False,Male
Monica Wilson,West Victor,83955,312,49906,33,40.0,False,Female
Natalie Cox,South Conniemouth,120921,819,5403,17,100.0,True,Female
Kimberly Figueroa,Port Brianshire,94942,835,17251,15,90.0,True,Male
Patrick Norris,East Hannah,67777,767,12628,2,70.0,True,Female
Deborah Ramirez,Lake Mariah,116846,365,9686,33,60.0,True,Female
Daniel Sanchez,Marshallside,82488,352,21896,40,45.0,False,Female
John Ramos,Gonzalezside,136635,520,40209,31,50.0,False,Male
Adam Jordan,Lake Oliviaborough,129680,767,1032,16,95.0,True,Female
Lindsay Vasquez,West William,102102,826,19596,19,95.0,True,Male
Joseph Peterson,Connieville,34809,486,32954,0,10.0,False,Female
William Ruiz,East Cameron,89614,742,45104,19,75.0,True,Male
Scott Peterson,East Kimberly,41542,537,14973,19,30.0,False,Male
Erica Moreno,Lake Kevinborough,71224,458,22218,10,40.0,False,Female
James Jackson,New Elaine,63082,633,34847,30,50.0,False,Female
Rachel Chan,Jeremyview,72372,783,20897,23,75.0,True,Male
Gene Gomez,Shannonchester,45194,702,28336,0,35.0,False,Male
Jennifer Schmitt,Debbieberg,131259,767,18970,1,75.0,True,Female
Christina Bates,Kennethstad,82976,324,22092,27,45.0,False,Male
Erika Castro,Port Jason,143365,815,29842,17,95.0,True,Female
David Nguyen,Davidshire,97449,781,4014,24,90.0,True,Female
Susan Tucker,Valerieshire,138124,684,4887,6,80.0,True,Female
Grant Medina,Mcleanville,30150,783,9800,4,55.0,False,Female
Reginald Gutierrez,Port Edward,116200,606,38623,12,65.0,True,Male
Jessica Murphy,Angelaport,143949,322,10205,4,50.0,False,Female
Melissa Stevenson,Rebeccamouth,101118,519,13067,20,55.0,False,Male
Joel Cook,Jonathantown,90552,443,8811,26,55.0,False,Female
Robert Yates,New Nathanielshire,84165,747,3102,32,90.0,True,Male
Erin Ryan,Baileyland,37104,377,38047,5,20.0,False,Female
Phyllis Schmidt,New Sandraborough,54586,374,45823,27,35.0,False,Male
Julie Preston,Lake Mark,97952,486,43456,36,40.0,False,Male
Joseph Schwartz,Prestonfurt,77419,600,1416,39,70.0,True,Female
Alicia Perez,Hernandezbury,111609,634,35889,29,65.0,True,Female
Christina Underwood,Patriciashire,129148,456,13376,9,50.0,False,Female
Christopher Johnson,Port Davidstad,95338,370,22460,20,50.0,False,Female
William Hall,Port Michael,111973,440,29812,7,45.0,False,Male
Jaime Wallace,South Brandon,87939,749,27160,12,80.0,True,Female
James Olsen,East Williamshire,129613,828,8975,10,100.0,True,Male
Barbara Burns,Karamouth,36764,725,13516,13,55.0,False,Male
Dr. Heather Scott,South Allenfurt,56680,730,27234,6,55.0,False,Female
Tracy Copeland,Bautistaport,65003,534,46954,5,30.0,False,Male
Rhonda Liu,West Jessicamouth,101987,346,10223,15,55.0,False,Male
Adam Stone,Lake Terry,47172,339,5009,38,35.0,False,Male
Sharon Guerrero,Christinaburgh,67752,729,12299,11,70.0,True,Male
Traci Harmon,West Natasha,87424,412,11641,1,35.0,False,Female
Mr. Mario Stout III,Anthonytown,145454,639,2867,30,75.0,True,Female
Shane Mcintyre,New Nicholashaven,121521,473,11365,6,55.0,False,Female
Steven Davis,North Tanyamouth,93532,725,36174,28,70.0,True,Female
Larry Walsh,Thomasview,45915,431,22160,34,25.0,False,Male
Louis Moran,Vasquezshire,33783,500,9246,14,30.0,False,Male
Renee Thomas,Lake Codyfurt,112578,589,41305,6,60.0,True,Female
David Blair,Markmouth,109806,832,34875,36,90.0,True,Female
Debra Lam MD,Donnashire,134767,335,26233,40,55.0,False,Female
Craig White,Lake Austin,61365,543,11609,25,45.0,False,Male
Kenneth Webb,Jacobshire,123032,715,30629,13,80.0,True,Female
Dennis Gonzales,Dianahaven,50758,645,23102,11,50.0,False,Female
Mary Barnett,Kathrynview,70730,364,24948,27,40.0,False,Female
Traci Martinez,South Maria,102199,423,37075,18,50.0,False,Male
Gregory Chavez,Port Teresaburgh,31792,707,34482,12,50.0,False,Male
Michael Parsons,Lake Julie,102384,838,40382,9,85.0,True,Male
Kerry Williams,Amberhaven,83476,470,25541,10,45.0,False,Male
Christopher Walters,Port Sarah,42217,455,36443,39,25.0,False,Male
Dale Williams,Phillipshaven,59451,731,32230,29,60.0,True,Male
Nathan Evans,West Jeanetteport,140284,513,49068,39,50.0,False,Male
Andrea Fischer,East Timothy,149659,464,16890,25,55.0,False,Male
Maria Myers,East Mary,44871,372,15831,17,30.0,False,Female
James Barber,East Scott,90482,582,22461,0,50.0,False,Female
Kelly Warren,Hallmouth,45396,605,9183,34,50.0,False,Male
Jordan Jones,Nancyton,114896,690,17741,7,75.0,True,Male
Jessica Jackson,Blakebury,139070,835,7753,5,95.0,True,Female
Miss Linda Cox DVM,Copelandchester,50181,731,4712,40,75.0,True,Male
Randy Kirby,Rebeccahaven,95323,636,28501,16,60.0,True,Male
Mrs. Ashley Shaffer,New Troy,123926,744,44622,17,85.0,True,Male
Richard Erickson,Obrienfurt,68254,343,40430,6,30.0,False,Female
Rebecca Finley,North Tammybury,96698,669,39018,38,55.0,False,Female
James Garner,Deborahmouth,122459,771,38574,33,85.0,True,Female
James Trujillo,Caldwelltown,65838,521,38154,11,35.0,False,Female
Tracy Garcia,Phammouth,84459,559,24500,22,45.0,False,Female
Vincent Hill,West Stephenview,139408,464,14721,35,55.0,False,Male
Kimberly Morris,Mullinsburgh,93242,811,6824,21,95.0,True,Female
Joshua Trujillo,West Maria,91894,403,48313,5,35.0,False,Male
Emily Crawford,Port Patrick,61946,571,47359,31,35.0,False,Male
Robert Huang,East Marcus,89871,414,13438,37,50.0,False,Female
Jonathan May,Katherineside,102255,482,27081,39,50.0,False,Female
Christina Davis,Phelpsberg,48958,648,35919,22,40.0,False,Male
Thomas Garcia,Christinaland,80277,631,15734,28,65.0,True,Male
Danielle Moore,Anthonybury,54983,524,17079,14,40.0,False,Male
Robert Thomas,Johntown,108561,794,29767,26,85.0,True,Female
Yvette Lee,Port April,96616,709,42107,36,65.0,True,Female
Veronica Francis,Lindaview,127818,741,25263,23,90.0,True,Female
Taylor Flores,Chaseberg,145255,629,47034,15,65.0,True,Female
Lauren Davis,Nicholsville,47892,533,48192,22,25.0,False,Female
Maria Spencer,South Joseph,143249,354,31162,39,55.0,False,Male
Kevin Brown,North Ann,39150,358,23780,30,25.0,False,Female
Brittany Fleming,Lake Joshuaview,66208,328,47767,38,35.0,False,Male
Michael Bender DVM,Lake Shannon,131276,611,22661,14,70.0,True,Male
Sherri Shah,Port Amber,133547,622,1444,39,75.0,True,Male
Paul Matthews,New Brycechester,141989,465,49008,12,50.0,False,Female
Kyle Blake,Port Howard,84387,806,48753,7,75.0,True,Female
Brandon Powell,Ballardfurt,74548,785,10077,21,80.0,True,Female
Eric Thompson,Kochfort,133247,392,13095,16,60.0,True,Male
Darrell Duke,West Shannonville,96550,836,17893,1,75.0,True,Male
Amy Hawkins,Codytown,65018,841,1824,0,75.0,True,Male
Eric Marsh,Micheleburgh,137551,493,42712,39,50.0,False,Male
Mr. William Davis DDS,New Neil,30336,481,29881,11,25.0,False,Male
Robin Wallace,New Pamelaville,67072,619,20099,6,50.0,False,Male
Christopher Stone,South Jamesberg,125164,645,30797,35,70.0,True,Female
Rachel Raymond,West Johnberg,69132,545,33162,12,35.0,False,Female
Amanda Brown,Cochranshire,139769,401,35068,5,45.0,False,Female
Erica Rose,Shermanborough,106931,589,21992,8,65.0,True,Female
Craig Raymond,Powellfurt,106011,384,33143,1,35.0,False,Male
Frank Webb MD,Gayport,116499,356,35573,2,40.0,False,Male
Brandon Mcclain,Lake Lee,94178,349,36015,1,30.0,False,Female
Eric Lopez,Port Marciachester,143411,820,35339,11,95.0,True,Male
Melanie Williams,North Stephen,49476,490,15520,20,30.0,False,Female
Dalton Clark,North Sandraborough,88529,419,20034,0,35.0,False,Female
Mary Herman,Traceyfurt,100592,533,25365,25,50.0,False,Female
Charles Sanchez,Nicolechester,93483,617,14426,17,65.0,True,Male
Adam Colon,Ramirezborough,75236,799,17608,38,85.0,True,Female
Michael Williams,Andersonbury,73573,372,42785,7,30.0,False,Female
Steven Freeman,New Mark,102340,562,45623,25,45.0,False,Female
Dustin Foley,Danielville,129991,704,14246,5,75.0,True,Male
Kathleen Martinez,South Timothyville,101228,534,3492,24,60.0,True,Male
Phillip Drake,South Christina,79441,748,49388,9,70.0,True,Female
Randy Bates,Port Jason,89682,625,3867,36,70.0,True,Male
Christian Villarreal,Sandrastad,72176,773,14149,3,70.0,True,Male
Christian Carter,East Jackborough,143980,643,44123,28,65.0,True,Male
Jeremiah Bridges,Angelaberg,54727,625,4716,7,60.0,True,Male
Jennifer Ferguson,Lake Sarah,121422,679,3518,9,80.0,True,Male
Melinda Smith,New Brianfurt,61300,422,15714,40,40.0,False,Male
Joshua Smith,Pinedafurt,104946,589,45932,39,60.0,True,Male
Thomas Young,Salazarstad,80196,765,32400,9,70.0,True,Male
Shawn Walker,Danaburgh,60613,697,17856,10,65.0,True,Male
Alex Trujillo,North Steve,142199,532,27360,8,50.0,False,Male
Heather Mcmahon,Stephensonmouth,131652,763,30090,24,90.0,True,Female
George Ortega,Lake Alyssa,83841,551,15218,12,50.0,False,Female
Tiffany Daniel,Rachelside,35720,718,25563,19,50.0,False,Male
Charles Rodriguez,Evanschester,71704,352,14068,13,45.0,False,Female
Steve Keller,Whitemouth,127609,324,46479,13,50.0,False,Female
Michael Nelson,Lake Richard,91993,502,10875,26,50.0,False,Male
David Rodgers,Stewarthaven,122435,336,45314,6,45.0,False,Male
Angelica Smith,West Melissamouth,149725,665,14304,9,70.0,True,Male
Elizabeth Jones,Brandymouth,136352,786,23191,11,90.0,True,Female
Brian Hoffman,East Robert,79968,845,41520,26,80.0,True,Female
Juan Harrison,Hannahbury,80604,416,44507,9,35.0,False,Male
Anne Williams,Kennedyfort,116991,474,2307,37,60.0,True,Male
Sabrina Galvan,South Patricia,133860,803,45024,36,90.0,True,Male
Gerald Miller,Caseyberg,137577,607,45392,25,65.0,True,Female
Ashley Donovan,Lake Malik,115461,385,24246,38,55.0,False,Female
Mrs. Lisa Garza,West Melissa,49936,496,34647,17,25.0,False,Female
Dr. Allison Flores,North Debra,94923,613,18243,28,65.0,True,Female
Gail Nelson DVM,Hopkinsmouth,34852,332,9562,39,30.0,False,Male
Kenneth Turner,South Norman,46547,336,46566,17,25.0,False,Male
Gabriela Pratt,Russellmouth,95836,435,23691,16,50.0,False,Male
Katherine Adams,Sellersland,107356,626,34344,7,60.0,True,Male
Carl Gill,North Gregory,73515,366,11092,36,45.0,False,Female
Peggy Shields,Lake Alexandermouth,143993,372,11239,37,60.0,True,Female
Shelby Murray,Kristiville,43154,424,4680,8,30.0,False,Male
Paul Miller,Lake Stephanietown,144581,743,45931,14,85.0,True,Male
Mitchell Hughes,South Lisa,140761,807,40679,11,90.0,True,Female
Nicholas Vargas,South Jacksontown,87711,381,12524,12,50.0,False,Male
Shawn Johnston,Lake David,43069,377,13333,11,30.0,False,Female
Nicole Perez,Reidshire,98937,603,40423,26,55.0,False,Male
Donna Simmons,Jillhaven,149333,307,43915,16,50.0,False,Male
Christopher Brown,Cooperton,89890,740,6239,28,90.0,True,Male
Patrick Davis,Helenland,32011,568,48654,20,25.0,False,Male
Patrick Castillo,Evansfort,124692,620,36777,12,65.0,True,Male
Christopher Vazquez,Marshallmouth,48894,632,27426,29,40.0,False,Male
Julie Hernandez,Barnestown,83736,442,21756,24,45.0,False,Male
Lynn Ross MD,East Brittany,144154,488,15220,6,50.0,False,Female
John Nelson,North Tyler,115823,462,20891,35,55.0,False,Female
Colton Lawson,Reynoldsburgh,50232,799,44633,3,60.0,True,Female
Brian Benton,Franklinberg,39807,540,34997,31,25.0,False,Female
Christopher Mccoy,Carrberg,91537,842,19474,21,90.0,True,Female
Renee Shields,Annettefort,132436,364,2160,28,60.0,True,Male
David Blackburn,Port Rachel,64737,787,19384,35,75.0,True,Male
Riley Hale,West Kimberly,74375,534,47406,37,35.0,False,Female
Robin Wright,Zamoramouth,111691,823,7264,24,100.0,True,Male
Loretta Miller,Fordview,120794,368,30457,24,50.0,False,Female
Raven Hill,West Melanie,82098,360,32047,15,45.0,False,Female
Aaron Kelly,Hoffmanview,115175,627,32765,20,65.0,True,Male
Kimberly Holloway,New Cassie,40527,602,49065,3,30.0,False,Male
Chloe Lindsey,Johnfurt,141642,733,46917,0,60.0,True,Male
Dan Phillips,Lake Dawnchester,73065,380,25158,29,40.0,False,Female
Wendy Griffin,Petersmouth,141718,621,8061,17,75.0,True,Male
Craig Obrien,Frankberg,118389,630,2111,7,70.0,True,Female
Gabriel Woods,West Marie,142635,684,37053,1,60.0,True,Female
Maria Foster,Christieton,99942,589,22234,36,65.0,True,Female
Michelle Crawford,East Edwardhaven,79808,467,47783,15,40.0,False,Male
Isaac Kelly,South Matthewland,71505,804,27251,34,80.0,True,Male
Jason Clarke,New Mackenzie,112155,512,30392,10,50.0,False,Female
Thomas Green,North Deanna,124203,324,4439,14,60.0,True,Male
Andrew Blake,Port Devin,146318,627,22164,24,70.0,True,Male
Meagan Smith,Travischester,129536,369,3629,12,60.0,True,Male
Christine Aguilar,West Jacquelineshire,93956,676,34367,10,70.0,True,Female
Christian Smith,Josephstad,144344,823,26455,10,95.0,True,Female
Nicole Scott,West Rachael,100912,702,8809,18,85.0,True,Male
Jeremy Faulkner,Harrisville,34705,342,26392,6,20.0,False,Female
Shelly Gonzalez,Marissaborough,110931,610,24654,29,70.0,True,Male
Mark Knight,Jaytown,38968,617,1810,13,55.0,False,Male
Shannon Clark,Cortezmouth,60771,700,40440,10,60.0,True,Male
Karen Carlson,North Christina,112727,300,3044,39,60.0,True,Male
Adam Hill,West Seanshire,119705,463,7372,3,50.0,False,Female
Matthew Maddox,Charleschester,67667,322,20494,2,30.0,False,Female
Elizabeth Baker,North Samantha,59817,331,32228,11,35.0,False,Female
Brandon Young,Josephshire,127880,791,5147,9,90.0,True,Male
James Bennett,South Ryanmouth,41846,722,12470,0,40.0,False,Male
Diana Campbell,Harrisview,86881,324,44990,17,40.0,False,Male
Chelsea Norris,Lake Bradleyshire,42903,745,37630,31,60.0,True,Female
Michelle Newton,Michaelstad,129663,767,31964,34,90.0,True,Male
Matthew Watson,West Jill,113066,655,27673,11,70.0,True,Female
Jacqueline Lucero,Dylanfort,122260,717,24614,27,80.0,True,Female
David Taylor,Debbiemouth,144370,468,3802,21,60.0,True,Female
Shannon Weber,Amberburgh,43173,442,14488,25,30.0,False,Female
Jason Rodriguez,New Daletown,88153,560,37074,10,40.0,False,Female
Melinda French,Wilsonstad,51805,704,35283,25,60.0,True,Female
Gregory Russell,East Daniellemouth,120964,459,46478,12,50.0,False,Male
Stephanie Costa,South Drewland,69251,613,16848,25,60.0,True,Male
Daniel Little,North Allen,148413,602,8934,13,75.0,True,Female
Ricardo Jones,Shaunville,33794,732,24430,25,50.0,False,Female
Kyle Cooper,Jaredchester,36028,789,42629,39,60.0,True,Male
Meghan Rowland,Florestown,72516,561,46916,30,35.0,False,Female
Janet Ryan,South Haleystad,134352,802,2790,24,100.0,True,Female
John Bullock,Kingland,37355,384,17081,40,25.0,False,Male
Jordan Curry,New Tracey,68452,335,22159,19,40.0,False,Female
Michele Hayes,Davisberg,76984,328,34180,28,40.0,False,Female
Christopher Hill,Solisside,79131,349,17593,37,50.0,False,Female
Jose Thompson,Carterburgh,86450,340,20024,38,50.0,False,Male
Brian Moore,East Timothybury,49080,305,26382,11,25.0,False,Male
Amanda White,Michelleshire,62007,805,15990,28,80.0,True,Male
Carlos Irwin,South Tylerchester,99621,321,47426,33,40.0,False,Female
Isabella Stephens,Wellsview,84008,746,37522,27,75.0,True,Female
Brandon Rich,Thomashaven,104177,549,10012,7,55.0,False,Male
Brandon Lopez,South Donna,119364,682,37527,16,75.0,True,Female
Wesley Douglas,Wilsonton,133877,537,14267,9,50.0,False,Female
Paul Myers,Briantown,53600,415,35377,17,35.0,False,Female
Alexa Beard,West Samantha,52280,791,14995,12,75.0,True,Female
Karen Lewis,South Angela,52946,372,10575,8,40.0,False,Female
Brianna Hodges,Palmerland,40350,468,17191,40,25.0,False,Male
Sara Ward,Port Jose,109887,361,29303,2,40.0,False,Female
Phyllis Johnson,Peterbury,144142,430,32415,39,55.0,False,Male
Katrina Russell,East Carol,80140,594,33580,4,45.0,False,Female
Andre Jones,Lake Patriciaberg,111226,340,25216,17,55.0,False,Male
John Roman,Kevinside,119539,634,21194,30,70.0,True,Female
Jasmin Pitts,South Matthew,61566,801,23440,34,80.0,True,Male
Lynn King,Sarahport,95230,825,15931,20,90.0,True,Female
Erika Allen,West Teresa,149646,496,22954,33,55.0,False,Male
Diana Harper,Port Chloe,106435,442,46110,18,45.0,False,Female
Michael Marquez,Jamesmouth,48758,832,12364,7,65.0,True,Male
Sherri Little,New Kristy,60433,645,12998,31,60.0,True,Female
Judy Peterson,Catherineview,90443,427,25678,35,45.0,False,Male
Mrs. Chelsea Villa,Gibsonside,113611,583,34496,36,65.0,True,Male
Derek Jarvis,Larsonfort,63289,747,26354,20,70.0,True,Female
Christopher Ward,North Melanieview,90236,410,36945,34,40.0,False,Female
Richard Frost,Harrisshire,63466,361,1645,7,45.0,False,Male
Marcus Ramirez,Allenbury,117404,573,37216,22,50.0,False,Female
Brittany Spencer,Kathrynburgh,31231,692,14313,34,50.0,False,Male
Tiffany Davis,Lisaville,147821,397,17134,26,55.0,False,Male
Joe Martin,East Joshua,135464,303,16648,19,55.0,False,Male
Scott Atkinson,Lewisville,90981,383,27773,28,45.0,False,Female
Patrick Cruz,Johnsonview,148123,510,45126,31,50.0,False,Male
Shaun Peterson,South Williamfurt,67700,752,40751,13,70.0,True,Male
Michael Burke,Jacksonfurt,118815,512,15282,20,55.0,False,Female
Donald Espinoza,South Caroline,101643,780,2590,36,95.0,True,Female
Michael Chavez,South Ashleystad,50706,690,2343,31,75.0,True,Female
Jeremy Coleman,Scottbury,39681,575,25025,16,25.0,False,Female
Christopher Nash,Port Barry,87898,690,24892,3,60.0,True,Male
